Name,Directions,Time,People
Saucy Potatoes,"Take 300-400 gram of hamburger and split between 2 pots. Brown the hamburger add TO EACH POT: 1 onion, ¼ tsp pepper, 1 ½ bouillon cubes. Finally add ½ cup tomato paste and water to each pot. Bring to a simmer.  Also cut 1- 1 ½ kilo patates into ¼ to ½ inch rounds. Brown ½ put in one pot brown 2nd half to put in 2 nd pot. Serve with rice.",60,4
